grupo_consolidacion_id,locations_count,masters_count,criterio_agrupacion,confianza,requiere_revision,taxids_unicos,dominios_unicos,orders_total,codigos_logisticos_total,distribuidores_max
GEO_1977,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1978,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1979,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1980,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,12,2,2
GEO_1981,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1982,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,20,2,1
GEO_1983,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,20,2,1
GEO_1984,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1985,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1986,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1987,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,5,1,1
GEO_1988,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,9,2,2
GEO_1989,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1990,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1991,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1992,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1993,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_1994,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,55,2,1
GEO_1995,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_1996,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,1,1,1
GEO_1997,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,2
GEO_1998,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_1999,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2000,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2001,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2002,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2003,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2004,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2005,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2006,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,10,3,3
GEO_2007,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2008,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2009,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2010,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,2,1,1
GEO_2011,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,55,5,3
GEO_2012,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_2013,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,4,1,1
GEO_2014,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,4,3
GEO_2015,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2016,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2017,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2018,6,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,2,0,9,1
GEO_2019,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,2,0,2,1
GEO_2020,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2021,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,3,1
GEO_2022,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,2,0,1,1
GEO_2023,4,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,2,19,3,2
GEO_2024,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,36,2,1
GEO_2025,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,1,1
GEO_2026,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,1
GEO_2027,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2028,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2029,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,1,0,0,0
GEO_2030,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2031,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2032,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2033,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2034,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2035,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2036,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2037,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2038,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2039,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2040,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2041,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2042,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2043,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2044,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2045,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2046,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2047,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2048,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2049,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2050,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2051,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2052,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2053,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2054,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2055,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2056,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2057,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2058,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2059,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2060,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2061,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2062,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2063,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2064,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2065,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2066,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2067,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2068,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2069,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2070,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2071,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2072,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2073,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2074,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2075,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2076,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2077,2,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2078,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2079,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2080,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2081,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2082,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2083,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2084,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2085,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2086,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2087,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2088,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2089,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2090,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2091,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2092,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2093,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2094,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2095,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2096,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2097,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2098,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2099,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2100,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2101,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2102,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2103,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2104,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2105,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2106,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2107,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2108,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2109,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2110,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2111,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2112,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2113,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2114,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2115,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2116,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2117,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,2
GEO_2118,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2119,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2120,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2121,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2122,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2123,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2124,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2125,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2126,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2127,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,2,1
GEO_2128,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2129,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2130,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2131,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2132,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2133,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2134,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2135,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2136,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2137,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2138,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2139,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2140,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2141,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2142,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2143,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2144,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2145,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2146,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2147,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2148,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2149,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2150,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2151,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2152,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2153,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2154,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2155,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2156,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2157,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2158,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2159,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2160,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2161,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2162,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2163,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2164,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2165,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2166,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2167,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2168,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2169,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_2170,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_2171,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_2172,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_2173,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_2174,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2175,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2176,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2177,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2178,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2179,6,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2180,6,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2181,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2182,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2183,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2184,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,1,1
GEO_2185,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2186,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2187,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2188,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2189,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2190,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2191,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2192,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2193,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2194,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2195,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2196,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2197,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2198,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2199,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2200,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2201,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2202,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2203,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2204,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2205,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2206,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2207,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2208,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2209,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2210,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2211,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2212,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2213,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2214,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2215,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2216,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2217,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2218,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2219,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2220,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2221,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2222,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2223,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2224,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2225,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2226,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2227,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2228,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2229,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2230,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2231,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2232,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2233,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2234,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2235,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2236,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2237,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2238,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2239,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2240,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2241,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2242,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2243,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2244,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2245,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2246,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2247,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2248,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2249,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2250,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2251,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2252,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2253,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2254,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2255,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2256,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2257,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2258,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2259,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2260,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2261,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2262,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2263,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2264,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2265,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2266,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2267,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2268,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2269,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2270,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2271,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
GEO_2272,3,1,GEO_PROXIMIDAD_TAXID,ALTA,False,1,0,0,0,0
